ORDERTYPE,CUSTOMER,ITEMCODE,ORDERDATE,ORDERNO,OREDEREDQUANTITY,DELIVERYDATE,INVOICENO,DELIVEREDQUANTITY
ES1,C00314,IT0001012,7-Dec-14,256734,2500,25-Dec-14,21306994,500
ES1,C00257,IT0001307,23-Feb-14,280183,3000,9-Mar-14,21301108,3000
ES1,C00257,IT0001307,25-Sep-14,280266,2000,29-Sep-14,21305057,2000
ES1,C00256,IT0001494,4-May-14,290010,17,27-May-14,21302636,17
ES1,C00256,IT0001488,4-May-14,290010,9,27-May-14,21302636,9
ES1,C00370,IT0001026,21-May-14,290027,480,29-May-14,21302698,320
ES1,C00370,IT0001433,21-May-14,290027,67,25-May-14,21302591,67
ES1,C00370,IT0001405,21-May-14,290027,20,25-May-14,21302591,20
ES1,C00152,IT0001494,8-Jun-14,290047,23,10-Jun-14,21302946,23
ES1,C00152,IT0001471,8-Jun-14,290047,25,10-Jun-14,21302946,25
ES1,C00264,IT0001505,14-Jul-14,290090,51,28-Aug-14,21304411,51
ES1,C00264,IT0001510,14-Jul-14,290090,35,28-Aug-14,21304411,35
ES1,C00264,IT0001451,14-Jul-14,290090,20,28-Aug-14,21304411,20
ES1,C00308,IT0001213,1-Sep-14,290153,7250,19-Sep-14,21304836,2500
ES1,C00308,IT0001213,1-Sep-14,290153,7250,5-Oct-14,21305184,2250
ES1,C00308,IT0001213,1-Sep-14,290153,7250,13-Oct-14,21305334,250
ES1,C00308,IT0001213,1-Sep-14,290153,7250,26-Oct-14,21305550,1620
ES1,C00136,IT0001170,22-Sep-14,290176,100,25-Sep-14,21304972,100
ES1,C00256,IT0001197,5-Sep-13,219685,400,2-Jan-14,21300001,61
ES3,C00113,IT0001088,27-Nov-14,256691,480,10-Dec-14,21306624,160
ES3,C00113,IT0001088,27-Nov-14,256691,480,12-Dec-14,21306672,320
ES3,C00316,IT0001076,2-Dec-14,256708,500,4-Dec-14,21306450,500
ES3,C00205,IT0001068,9-Sep-14,256193,144,10-Sep-14,21304684,72
ES3,C00205,IT0001068,9-Sep-14,256193,144,11-Sep-14,21304699,72
ES3,C00205,IT0001159,9-Sep-14,256193,160,12-Sep-14,21304727,64
ES3,C00205,IT0001159,9-Sep-14,256193,160,22-Sep-14,21304903,96
ES3,C00283,IT0001076,16-Mar-14,255234,1000,8-Apr-14,21301674,250
ES3,C00283,IT0001076,16-Mar-14,255234,1000,12-May-14,21302332,250
ES3,C00283,IT0001076,16-Mar-14,255234,1000,2-Jun-14,21302767,500
ES1,C00342,IT0001481,25-Mar-14,255277,50,26-Mar-14,21301447,50
ES1,C00313,IT0001133,6-Apr-14,255360,24,9-Apr-14,21301734,24
ES3,C00115,IT0001020,17-Apr-14,255403,960,21-Apr-14,21301933,160
ES3,C00115,IT0001020,17-Apr-14,255403,960,23-Apr-14,21301987,320
ES3,C00115,IT0001020,17-Apr-14,255403,960,24-Apr-14,21302011,320
ES3,C00115,IT0001020,17-Apr-14,255403,960,25-Apr-14,21302036,160
ES3,C00115,IT0001063,17-Apr-14,255403,180,24-Apr-14,21302011,180
ES3,C00115,IT0001151,17-Apr-14,255403,120,22-Apr-14,21301960,120
ES3,C00115,IT0001012,17-Apr-14,255403,1500,1-May-14,21302155,1500
ES3,C00128,IT0001020,20-Apr-14,255417,160,20-Apr-14,21301903,160
ES3,C00316,IT0001088,23-Apr-14,255440,160,27-Apr-14,21302068,160
ES1,C00246,IT0001088,28-Apr-14,255463,160,1-May-14,21302162,160
ES1,C00240,IT0001367,1-May-14,255483,37,7-May-14,21302254,37
ES1,C00316,IT0001133,2-May-14,255486,200,6-May-14,21302228,56
ES1,C00316,IT0001133,2-May-14,255486,200,6-May-14,21302260,144
ES1,C00316,IT0001139,2-May-14,255486,24,6-May-14,21302228,24
ES1,C00353,IT0001494,8-May-14,255523,5,9-May-14,21302284,5
ES3,C00342,IT0001076,26-May-14,255569,750,9-Jun-14,21302905,750
ES3,C00240,IT0001020,26-May-14,255626,480,27-May-14,21302692,480
ES3,C00238,IT0001020,28-May-14,255646,640,11-Jul-14,21303667,160
ES3,C00238,IT0001020,28-May-14,255646,640,18-Jul-14,21303756,320
ES3,C00238,IT0001020,28-May-14,255646,640,28-Jul-14,21303933,160
ES3,C00238,IT0001113,28-May-14,255646,288,12-Aug-14,21304165,72
ES3,C00238,IT0001113,28-May-14,255646,288,24-Aug-14,21304356,72
ES3,C00238,IT0001113,28-May-14,255646,288,27-Aug-14,21304419,72
ES3,C00238,IT0001113,28-May-14,255646,288,18-Sep-14,21304839,72
ES3,C00238,IT0001068,28-May-14,255646,288,6-Aug-14,21304080,72
ES3,C00238,IT0001068,28-May-14,255646,288,27-Aug-14,21304419,72
ES3,C00238,IT0001068,28-May-14,255646,288,16-Sep-14,21304798,72
ES3,C00238,IT0001068,28-May-14,255646,288,18-Sep-14,21304839,72
ES3,C00238,IT0001012,28-May-14,255649,1000,5-Jun-14,21302873,750
ES3,C00238,IT0001012,28-May-14,255649,1000,10-Jun-14,21302957,250
ES3,C00238,IT0001088,28-May-14,255649,640,5-Jun-14,21302873,320
ES3,C00238,IT0001088,28-May-14,255649,640,16-Jun-14,21303096,160
ES3,C00238,IT0001088,28-May-14,255649,640,24-Jun-14,21303289,160
ES3,C00238,IT0001159,28-May-14,255649,120,3-Jun-14,21302796,64
ES3,C00238,IT0001159,28-May-14,255649,120,19-Jun-14,21303186,56
ES3,C00154,IT0001162,3-Jul-14,255875,24,4-Jul-14,21303523,24
ES3,C00315,IT0001415,6-Jul-14,255881,40,9-Jul-14,21303609,40
ES3,C00315,IT0001414,6-Jul-14,255881,25,9-Jul-14,21303609,25
ES1,C00143,IT0001116,29-Jul-14,255984,75,6-Aug-14,21304079,75
ES1,C00143,IT0001415,29-Jul-14,255984,500,6-Aug-14,21304079,500
ES1,C00102,IT0001170,13-Aug-14,256064,40,17-Aug-14,21304225,24
ES1,C00102,IT0001170,13-Aug-14,256064,40,25-Sep-14,21304981,16
ES1,C00102,IT0001139,13-Aug-14,256064,16,17-Aug-14,21304225,16
ES1,C00224,IT0001093,13-Apr-14,220782,334,4-May-14,21302180,32
ES1,C00224,IT0001093,13-Apr-14,220782,334,18-May-14,21302436,194
ES1,C00224,IT0001093,13-Apr-14,220782,334,8-Jun-14,21302860,102
ES1,C00224,IT0001093,13-Apr-14,220782,334,30-Jun-14,21303386,6
ES1,C00224,IT0001427,13-Apr-14,220782,27,4-May-14,21302180,27
ES1,C00252,IT0001096,6-Jan-14,219840,1280,8-Jan-14,21300077,1280
ES1,C00252,IT0001016,28-Jan-14,219866,500,30-Jan-14,21300434,500
ES1,C00308,IT0001195,11-Feb-14,219886,160,26-Feb-14,21300914,160
ES1,C00173,IT0001026,26-Feb-14,219906,1000,17-Mar-14,21301240,154
ES1,C00173,IT0001026,26-Feb-14,219906,1000,24-Mar-14,21301348,846
ES1,C00245,IT0001476,17-Mar-14,219929,75,10-Apr-14,21301710,75
ES1,C00245,IT0001299,17-Mar-14,219929,13500,19-Mar-14,21301289,13500
ES1,C00263,IT0001433,28-Mar-14,219943,7,30-Mar-14,21301519,7
ES1,C00263,IT0001481,28-Mar-14,219943,50,30-Mar-14,21301519,50
ES1,C00156,IT0001159,30-Mar-14,219946,200,3-Apr-14,21301611,200
ES1,C00237,IT0001471,1-Apr-14,219949,50,14-Apr-14,21301797,50
ES1,C00223,IT0001494,23-Jan-14,220733,100,27-Jan-14,21300390,100
ES1,C00225,IT0001235,29-Jan-14,220736,70,11-Mar-14,21301145,70
ES1,C00225,IT0001230,29-Jan-14,220736,60,11-Mar-14,21301145,60
ES1,C00224,IT0001052,13-Apr-14,220782,200,4-May-14,21302180,200
ES1,C00225,IT0001239,12-Oct-14,220857,2000,7-Nov-14,21305793,1105
ES1,C00225,IT0001239,12-Oct-14,220857,2000,12-Nov-14,21305913,895
ES1,C00225,IT0001525,12-Oct-14,220857,340,16-Nov-14,21305988,340
ES1,C00225,IT0001518,12-Oct-14,220858,30,16-Nov-14,21305989,30
ES1,C00225,IT0001226,12-Oct-14,220858,312,12-Nov-14,21305914,312
ES1,C00225,IT0001235,12-Oct-14,220858,70,16-Nov-14,21305989,70
ES1,C00225,IT0001236,13-Nov-14,220869,1920,23-Nov-14,21306190,1920
ES3,C00127,IT0001020,7-Oct-13,254373,1120,23-Jan-14,21300356,320
ES3,C00127,IT0001020,7-Oct-13,254373,1120,3-Apr-14,21301607,480
ES3,C00127,IT0001020,7-Oct-13,254373,1120,21-Apr-14,21301921,160
ES3,C00340,IT0001088,16-Dec-13,254711,320,10-Feb-14,21300613,160
ES3,C00340,IT0001088,16-Dec-13,254711,320,20-Apr-14,21301913,160
ES3,C00340,IT0001133,16-Dec-13,254711,8,5-Feb-14,21300532,8
ES3,C00316,IT0001101,19-Dec-13,254743,180,9-Jan-14,21300126,180
ES3,C00316,IT0001020,19-Dec-13,254743,160,9-Jan-14,21300126,160
ES1,C00140,IT0001381,23-Dec-13,254757,5,8-Jan-14,21300094,5
ES1,C00127,IT0001159,25-Dec-13,254772,96,5-Jan-14,21300049,96
ES1,C00351,IT0001275,29-Dec-13,254784,83,14-Jan-14,21300203,83
ES1,C00246,IT0001020,2-Jan-14,254789,160,2-Jan-14,21300020,160
ES1,C00246,IT0001033,31-Dec-13,254791,130,5-Jan-14,21300032,130
ES3,C00281,IT0001012,31-Dec-13,254792,1250,7-Jan-14,21300097,1250
ES1,C00246,IT0001113,3-Jan-14,254801,72,5-Jan-14,21300062,72
ES3,C00309,IT0001012,3-Jan-14,254806,500,3-Jan-14,21300034,500
ES1,C00102,IT0001076,5-Jan-14,254811,250,8-Jan-14,21300091,250
ES1,C00102,IT0001162,5-Jan-14,254811,24,11-Feb-14,21300630,24
ES3,C00335,IT0001133,6-Jan-14,254823,64,7-Jan-14,21300103,24
ES3,C00335,IT0001133,6-Jan-14,254823,64,16-Feb-14,21300748,40
ES3,C00238,IT0001020,6-Jan-14,254829,1440,29-Jan-14,21300444,160
ES3,C00238,IT0001020,6-Jan-14,254829,1440,5-Feb-14,21300564,160
ES3,C00238,IT0001020,6-Jan-14,254829,1440,10-Feb-14,21300633,160
ES3,C00238,IT0001020,6-Jan-14,254829,1440,26-Feb-14,21300950,480
ES3,C00238,IT0001020,6-Jan-14,254829,1440,4-Mar-14,21301039,160
ES3,C00238,IT0001020,6-Jan-14,254829,1440,12-Mar-14,21301180,160
ES3,C00238,IT0001020,6-Jan-14,254829,1440,27-Jan-14,21300400,160
ES1,C00102,IT0001076,8-Jan-14,254837,250,14-Jan-14,21300183,250
ES1,C00102,IT0001012,8-Jan-14,254837,750,10-Jan-14,21300122,500
ES1,C00102,IT0001012,8-Jan-14,254837,750,14-Jan-14,21300183,250
ES1,C00283,IT0001076,9-Jan-14,254844,500,9-Jan-14,21300125,500
ES1,C00246,IT0001151,10-Jan-14,254849,32,14-Jan-14,21300211,32
ES3,C00196,IT0001020,10-Jan-14,254852,640,12-Jan-14,21300170,480
ES3,C00196,IT0001020,10-Jan-14,254852,640,29-Jan-14,21300442,160
ES1,C00257,IT0001076,13-Jan-14,254863,500,15-Jan-14,21300212,500
ES1,C00257,IT0001151,13-Jan-14,254863,40,15-Jan-14,21300212,40
ES3,C00265,IT0001202,13-Jan-14,254864,400,28-Jan-14,21300406,400
ES3,C00140,IT0001076,14-Jan-14,254875,500,16-Jan-14,21300240,500
ES3,C00316,IT0001088,12-Feb-14,255060,320,18-Feb-14,21300784,160
ES3,C00316,IT0001088,12-Feb-14,255060,320,18-Feb-14,21300796,160
ES1,C00313,IT0001481,16-Feb-14,255072,125,18-Feb-14,21300782,125
ES1,C00315,IT0001494,17-Feb-14,255080,50,20-Feb-14,21300818,50
ES3,C00205,IT0001481,18-Feb-14,255081,90,26-Feb-14,21300948,90
ES3,C00205,IT0001151,18-Feb-14,255081,256,26-Feb-14,21300948,104
ES3,C00205,IT0001151,18-Feb-14,255081,256,27-Feb-14,21300966,152
ES3,C00128,IT0001133,17-Feb-14,255084,16,19-Feb-14,21300812,16
ES3,C00128,IT0001088,19-Feb-14,255096,320,20-Feb-14,21300819,320
ES1,C00240,IT0001376,20-Feb-14,255098,15,21-Feb-14,21300837,15
ES1,C00107,IT0001464,23-Feb-14,255103,1,23-Feb-14,21300857,1
ES1,C00107,IT0001451,23-Feb-14,255103,2,23-Feb-14,21300857,2
ES3,C00335,IT0001012,20-Feb-14,255106,250,21-Feb-14,21300860,250
ES1,C00354,IT0001040,21-Feb-14,255110,72,26-Feb-14,21300929,72
ES3,C00316,IT0001101,24-Feb-14,255129,180,5-Mar-14,21301052,180
ES1,C00313,IT0001443,25-Feb-14,255135,13,26-Feb-14,21300932,13
ES1,C00225,IT0001007,6-Jul-14,220823,132,12-Aug-14,21304142,132
ES1,C00225,IT0001225,6-Jul-14,220823,104,21-Aug-14,21304295,104
ES1,C00224,IT0001378,13-Jul-14,220826,34,17-Aug-14,21304217,34
ES1,C00224,IT0001368,13-Jul-14,220826,100,17-Aug-14,21304217,100
ES1,C00224,IT0001430,13-Jul-14,220826,27,11-Aug-14,21304103,3
ES1,C00224,IT0001430,13-Jul-14,220826,27,17-Aug-14,21304217,24
ES1,C00224,IT0001410,13-Jul-14,220826,200,14-Sep-14,21304710,50
ES1,C00224,IT0001410,13-Jul-14,220826,200,12-Oct-14,21305297,150
ES1,C00229,IT0001354,7-Aug-14,220829,15,11-Sep-14,21304678,15
ES1,C00224,IT0001074,20-Aug-14,220835,72,20-Oct-14,21305423,15
ES1,C00224,IT0001074,20-Aug-14,220835,72,23-Nov-14,21306162,57
ES1,C00224,IT0001484,20-Aug-14,220835,100,12-Oct-14,21305299,100
ES1,C00224,IT0001131,20-Aug-14,220835,200,12-Oct-14,21305299,200
ES1,C00224,IT0001440,20-Aug-14,220835,27,12-Oct-14,21305299,18
ES1,C00224,IT0001410,20-Aug-14,220835,40,12-Oct-14,21305299,40
ES1,C00224,IT0001440,20-Aug-14,220835,27,14-Sep-14,21304712,9
ES1,C00223,IT0001488,29-Aug-14,220838,250,1-Sep-14,21304491,250
ES1,C00224,IT0001131,21-Sep-14,220849,200,20-Oct-14,21305424,140
ES1,C00224,IT0001131,21-Sep-14,220849,200,23-Nov-14,21306163,60
ES1,C00224,IT0001412,21-Sep-14,220849,20,20-Oct-14,21305424,20
ES3,C00314,IT0001088,19-Jan-14,254904,160,4-Feb-14,21300530,160
ES3,C00314,IT0001068,19-Jan-14,254904,72,4-Feb-14,21300530,72
ES1,C00299,IT0001265,21-Jan-14,254920,10002,9-Feb-14,21300596,10002
ES3,C00102,IT0001012,21-Jan-14,254924,250,28-Jan-14,21300395,250
ES3,C00311,IT0001162,21-Jan-14,254929,40,23-Jan-14,21300369,40
ES1,C00283,IT0001020,22-Jan-14,254935,160,23-Jan-14,21300349,160
ES3,C00316,IT0001113,23-Jan-14,254940,144,28-Jan-14,21300428,144
ES1,C00140,IT0001371,28-Jan-14,254943,10,30-Jan-14,21300448,10
ES3,C00238,IT0001088,28-Jan-14,254947,640,30-Jan-14,21300469,480
ES3,C00238,IT0001088,28-Jan-14,254947,640,2-Feb-14,21300497,160
ES3,C00311,IT0001020,29-Jan-14,254955,160,29-Jan-14,21300459,160
ES3,C00311,IT0001040,29-Jan-14,254955,72,29-Jan-14,21300459,72
ES1,C00246,IT0001088,29-Jan-14,254958,160,30-Jan-14,21300470,160
ES1,C00196,IT0001371,7-Feb-14,254966,6,18-Feb-14,21300792,6
ES1,C00351,IT0001096,30-Jan-14,254970,3,4-Feb-14,21300511,3
ES3,C00127,IT0001020,30-Jan-14,254978,1280,12-Feb-14,21300682,640
ES3,C00127,IT0001020,30-Jan-14,254978,1280,17-Feb-14,21300763,320
ES3,C00127,IT0001020,30-Jan-14,254978,1280,12-Mar-14,21301175,320
ES3,C00238,IT0001151,31-Jan-14,254980,48,27-Feb-14,21300968,48
ES3,C00238,IT0001476,31-Jan-14,254980,15,3-Mar-14,21301024,15
ES3,C00301,IT0001151,31-Jan-14,254983,40,12-Feb-14,21300690,40
ES3,C00301,IT0001139,31-Jan-14,254983,16,10-Feb-14,21300644,16
ES1,C00301,IT0001012,2-Feb-14,254989,2000,5-Feb-14,21300574,1000
ES1,C00301,IT0001012,2-Feb-14,254989,2000,6-Feb-14,21300586,500
ES1,C00301,IT0001012,2-Feb-14,254989,2000,10-Feb-14,21300645,500
ES3,C00240,IT0001020,2-Feb-14,254992,160,10-Feb-14,21300643,160
ES3,C00311,IT0001088,5-Feb-14,255012,160,9-Feb-14,21300597,160
ES3,C00311,IT0001124,5-Feb-14,255013,40,10-Feb-14,21300653,40
ES1,C00101,IT0001088,5-Feb-14,255015,160,6-Feb-14,21300568,160
ES3,C00205,IT0001406,5-Feb-14,255017,25,6-Feb-14,21300579,25
ES3,C00205,IT0001159,5-Feb-14,255017,160,10-Feb-14,21300652,96
ES3,C00205,IT0001151,5-Feb-14,255017,80,6-Feb-14,21300579,80
ES3,C00205,IT0001159,5-Feb-14,255017,160,6-Feb-14,21300579,64
ES3,C00342,IT0001076,6-Feb-14,255030,500,13-Feb-14,21300693,500
ES3,C00301,IT0001076,9-Feb-14,255041,500,9-Feb-14,21300621,500
ES3,C00313,IT0001088,10-Feb-14,255046,160,10-Feb-14,21300655,160
ES1,C00205,IT0001371,12-Feb-14,255058,20,18-Feb-14,21300778,20
ES3,C00173,IT0001085,6-Oct-13,219726,750,2-Jan-14,21300005,250
ES3,C00173,IT0001085,6-Oct-13,219726,750,16-Jan-14,21300215,250
ES3,C00173,IT0001018,6-Oct-13,219726,2000,2-Jan-14,21300005,1000
ES3,C00173,IT0001018,6-Oct-13,219726,2000,16-Jan-14,21300215,250
ES1,C00169,IT0001357,8-Nov-13,219772,30,23-Mar-14,21301347,30
ES1,C00187,IT0001044,28-Nov-13,219799,100,10-Jan-14,21300118,100
ES1,C00256,IT0001197,9-Dec-13,219809,40,2-Jan-14,21300003,40
ES1,C00264,IT0001106,15-Dec-13,219812,20,26-Feb-14,21300938,20
ES1,C00264,IT0001096,2-Jan-14,219813,750,2-Jan-14,21300008,750
ES1,C00283,IT0001124,15-Jan-14,254881,16,16-Jan-14,21300223,16
ES3,C00301,IT0001088,15-Jan-14,254883,160,22-Jan-14,21300344,160
ES3,C00238,IT0001088,17-Jan-14,254891,320,19-Jan-14,21300278,320
ES3,C00238,IT0001020,17-Jan-14,254891,160,29-Jan-14,21300451,160
ES1,C00246,IT0001433,19-Jan-14,254895,8,20-Jan-14,21300301,8
ES1,C00186,IT0001012,17-Jan-14,254901,1000,19-Jan-14,21300283,1000
ES1,C00256,IT0001197,6-Apr-14,219961,400,16-Apr-14,21301822,400
ES1,C00256,IT0001159,7-Apr-14,219962,1,8-Apr-14,21301669,1
ES1,C00302,IT0001193,14-Apr-14,219973,1207,27-Apr-14,21302026,1207
ES1,C00252,IT0001016,28-Jan-14,219867,300,13-Mar-14,21301172,250
ES1,C00252,IT0001016,28-Jan-14,219867,300,11-Apr-14,21301750,50
ES1,C00112,IT0001116,2-Feb-14,219879,500,19-Feb-14,21300786,216
ES1,C00112,IT0001116,2-Feb-14,219879,500,25-Feb-14,21300889,284
ES1,C00252,IT0001043,4-Feb-14,219882,100,28-Feb-14,21300962,72
ES1,C00252,IT0001084,4-Feb-14,219882,4000,28-Feb-14,21300962,1000
ES1,C00252,IT0001084,4-Feb-14,219882,4000,4-Mar-14,21301010,750
ES1,C00252,IT0001084,4-Feb-14,219882,4000,13-Mar-14,21301173,250
ES1,C00252,IT0001084,4-Feb-14,219882,4000,17-Mar-14,21301263,250
ES1,C00245,IT0001040,12-Feb-14,219889,50,10-Mar-14,21301116,50
ES1,C00138,IT0001024,16-Feb-14,219893,300,20-Mar-14,21301304,300
ES1,C00138,IT0001096,16-Feb-14,219893,400,20-Mar-14,21301304,400
ES1,C00237,IT0001084,24-Feb-14,219904,500,11-Mar-14,21301144,500
ESR,C00187,IT0001026,25-Feb-14,219905,-500,26-Feb-14,21300011,-500
ES1,C00187,IT0001026,28-Feb-14,219912,500,28-Feb-14,21300965,500
ES1,C00195,IT0001018,5-Mar-14,219916,2500,18-Mar-14,21301267,1000
ES1,C00195,IT0001018,5-Mar-14,219916,2500,23-Mar-14,21301327,250
ES1,C00195,IT0001018,5-Mar-14,219916,2500,26-Mar-14,21301412,1000
ES1,C00195,IT0001018,5-Mar-14,219916,2500,28-Mar-14,21301450,250
ES1,C00195,IT0001481,5-Mar-14,219916,11,23-Mar-14,21301327,11
ES1,C00195,IT0001425,5-Mar-14,219916,73,23-Mar-14,21301327,73
ES1,C00237,IT0001433,9-Mar-14,219918,15,19-Mar-14,21301287,15
ES1,C00256,IT0001202,9-Mar-14,219919,200,26-Mar-14,21301409,200
ES1,C00152,IT0001038,16-Mar-14,219927,20,30-Mar-14,21301483,20
ES1,C00284,IT0001064,19-Mar-14,219933,120,24-Apr-14,21302007,120
ES1,C00208,IT0001386,23-Mar-14,219935,52,2-Apr-14,21301571,52
ES1,C00252,IT0001130,24-Mar-14,219936,100,11-Apr-14,21301751,50
ES1,C00252,IT0001116,24-Mar-14,219936,180,5-May-14,21302181,72
ES1,C00252,IT0001116,24-Mar-14,219936,180,13-May-14,21302341,50
ES1,C00252,IT0001096,24-Mar-14,219936,6500,18-Apr-14,21301865,640
ES1,C00252,IT0001096,24-Mar-14,219936,6500,5-May-14,21302181,320
ES1,C00252,IT0001096,24-Mar-14,219936,6500,13-May-14,21302341,480
ES1,C00252,IT0001096,24-Mar-14,219936,6500,15-May-14,21302375,500
ES1,C00252,IT0001116,24-Mar-14,219936,180,11-Apr-14,21301751,18
ES1,C00252,IT0001096,24-Mar-14,219936,6500,25-Mar-14,21301388,480
ES1,C00252,IT0001096,24-Mar-14,219936,6500,27-Mar-14,21301439,1280
ES1,C00252,IT0001096,24-Mar-14,219936,6500,31-Mar-14,21301526,320
ES1,C00252,IT0001096,24-Mar-14,219936,6500,11-Apr-14,21301751,320
ES1,C00252,IT0001096,24-Mar-14,219936,6500,14-Apr-14,21301796,800
ES1,C00156,IT0001116,25-Mar-14,219938,72,31-Mar-14,21301532,72
ES1,C00266,IT0001012,28-Mar-14,219942,25,2-Apr-14,21301578,25
ESR,C00206,IT0001024,26-Dec-13,219829,-160,10-Feb-14,21300006,-160
ESR,C00206,IT0001130,26-Dec-13,219829,-50,10-Feb-14,21300006,-50
ES1,C00206,IT0001433,20-Jan-14,219830,30,11-Feb-14,21300628,30
ES1,C00237,IT0001024,5-Jan-14,219836,320,5-Jan-14,21300037,320
ES1,C00284,IT0001014,9-Jan-14,219847,750,6-Feb-14,21300550,750
ES1,C00284,IT0001076,9-Jan-14,219847,50,6-Feb-14,21300550,50
ES1,C00284,IT0001400,9-Jan-14,219847,20,6-Feb-14,21300550,20
ES1,C00237,IT0001024,15-Jan-14,219855,320,26-Jan-14,21300361,320
ES1,C00237,IT0001096,15-Jan-14,219855,480,26-Jan-14,21300361,320
ES1,C00237,IT0001096,15-Jan-14,219855,480,16-Feb-14,21300725,160
ES1,C00237,IT0001084,15-Jan-14,219856,250,11-Feb-14,21300625,250
ES1,C00237,IT0001414,15-Jan-14,219856,15,16-Feb-14,21300726,15
ES1,C00237,IT0001494,15-Jan-14,219856,30,16-Feb-14,21300726,30
ES1,C00173,IT0001070,15-Jan-14,219859,100,16-Jan-14,21300216,100
ES1,C00223,IT0001476,9-May-14,220792,250,21-May-14,21302525,178
ES1,C00223,IT0001476,9-May-14,220792,250,4-Jun-14,21302818,72
ES1,C00229,IT0001401,8-Jun-14,220794,80,16-Jun-14,21303045,80
ES1,C00229,IT0001430,8-Jun-14,220794,20,16-Jun-14,21303045,20
ES1,C00229,IT0001491,8-Jun-14,220794,40,16-Jun-14,21303045,40
ES1,C00223,IT0001151,17-Jun-14,220800,310,18-Jun-14,21303121,118
ES1,C00223,IT0001151,17-Jun-14,220800,310,30-Jun-14,21303396,192
ES1,C00225,IT0001242,2-Jun-14,220803,500,30-Jul-14,21303937,500
ES1,C00237,IT0001024,21-Apr-14,219988,800,29-Apr-14,21302078,480
ES1,C00237,IT0001024,21-Apr-14,219988,800,19-May-14,21302463,320
ES1,C00142,IT0001084,22-Apr-14,219992,1213,11-May-14,21302289,636
ES1,C00142,IT0001084,22-Apr-14,219992,1213,19-May-14,21302467,500
ES1,C00142,IT0001084,22-Apr-14,219992,1213,29-May-14,21302722,77
ES1,C00142,IT0001096,22-Apr-14,219992,2227,27-Apr-14,21302031,800
ES1,C00142,IT0001096,22-Apr-14,219992,2227,28-Apr-14,21302050,480
ES1,C00142,IT0001096,22-Apr-14,219992,2227,11-May-14,21302288,947
ES1,C00142,IT0001116,22-Apr-14,219992,17,11-May-14,21302289,17
ES1,C00116,IT0001026,22-Apr-14,219995,337,25-Apr-14,21302009,337
ES1,C00224,IT0001081,10-Oct-13,220686,80,5-Jan-14,21300038,48
ES1,C00225,IT0001512,18-Dec-13,220725,164,6-Mar-14,21301066,164
ES1,C00224,IT0001446,9-Jan-14,220728,70,16-Mar-14,21301237,55
ES1,C00224,IT0001446,9-Jan-14,220728,70,26-Jan-14,21300359,15
ES1,C00224,IT0001430,9-Jan-14,220728,20,26-Jan-14,21300359,20
ES1,C00229,IT0001059,18-Mar-14,220749,20,30-Mar-14,21301518,20
ES1,C00229,IT0001122,18-Mar-14,220749,100,22-Jun-14,21303200,100
ES1,C00223,IT0001471,23-Feb-14,220751,50,28-Feb-14,21300961,50
ES1,C00225,IT0001227,28-Feb-14,220752,228,15-May-14,21302388,114
ES1,C00225,IT0001227,28-Feb-14,220752,228,20-May-14,21302484,114
ES1,C00225,IT0001229,28-Feb-14,220752,121,20-May-14,21302484,121
ES1,C00224,IT0001478,28-Feb-14,220754,50,22-Apr-14,21301929,50
ES1,C00223,IT0001151,6-Mar-14,220758,35,16-Mar-14,21301224,35
ES1,C00223,IT0001151,12-Mar-14,220762,200,16-Mar-14,21301227,128
ES1,C00223,IT0001151,12-Mar-14,220762,200,24-Mar-14,21301352,72
ES1,C00231,IT0001086,16-Mar-14,220763,24,21-Apr-14,21301898,24
ES1,C00231,IT0001081,16-Mar-14,220763,200,21-Apr-14,21301898,200
ES1,C00225,IT0001001,20-Mar-14,220766,360,30-May-14,21302727,360
ES1,C00225,IT0001226,20-Mar-14,220766,416,30-May-14,21302727,208
ES1,C00225,IT0001226,20-Mar-14,220766,416,20-May-14,21302485,208
ES1,C00223,IT0001151,28-Apr-14,220785,70,4-May-14,21302169,70
ES1,C00351,IT0001088,28-Apr-14,255459,12,1-May-14,21302149,12
ES3,C00315,IT0001088,28-Apr-14,255464,640,30-Apr-14,21302145,160
ES3,C00315,IT0001088,28-Apr-14,255464,640,2-May-14,21302177,160
ES3,C00315,IT0001088,28-Apr-14,255464,640,8-May-14,21302269,320
ES3,C00196,IT0001020,29-Apr-14,255467,320,29-Apr-14,21302115,160
ES3,C00196,IT0001020,29-Apr-14,255467,320,1-May-14,21302161,160
ES3,C00238,IT0001170,30-Apr-14,255473,24,2-May-14,21302174,24
ES1,C00102,IT0001481,1-May-14,255476,80,23-Jul-14,21303824,10
ES1,C00102,IT0001415,1-May-14,255476,50,12-May-14,21302318,25
ES1,C00102,IT0001415,1-May-14,255476,50,21-Sep-14,21304875,25
ES1,C00102,IT0001481,1-May-14,255476,80,13-Jun-14,21302998,20
ES1,C00102,IT0001481,1-May-14,255476,80,18-Jul-14,21303733,50
ES1,C00102,IT0001108,1-May-14,255476,130,3-Jun-14,21302792,130
ES3,C00316,IT0001076,1-May-14,255478,1000,6-May-14,21302227,1000
ES1,C00110,IT0001151,1-May-14,255479,304,25-May-14,21302599,304
ES1,C00246,IT0001012,4-May-14,255490,250,4-May-14,21302175,250
ES1,C00246,IT0001068,4-May-14,255490,72,4-May-14,21302175,72
